X,Y
84.13844658061862,267.2149561502683
41.50575562380254,158.06325285505804
40.71914074011147,167.7414092867939
30.42823327705264,100.65797474456284
66.49001389741898,171.68337041225135
59.30142330471426,233.27181464473273
20.561305317096412,69.57396464629575
8.033481589518487,29.4955746859245
7.613305444829166,30.955083190767464
6.362094730138779,23.98735195033921
7.289832551032305,31.342377335491072
91.8084521079436,220.44998481972584
46.88063459470868,131.27991182261556
47.061314433813095,159.3478284333018
51.97238582186401,115.68157254947391
85.11964848730713,239.55131339582226
24.387880670838058,89.15608996240861
34.077104297466576,94.16435571115761
6.025787070393562,26.04405248935601
34.19826065655798,111.52995531489807
33.17888327874243,104.81582544468858
75.08051295299083,213.6016158118507
82.05682458356023,295.62901344910284
44.99757601879537,133.5472704634861
32.05648511648178,106.81419745207847
54.22564521431923,133.44987375204548
79.13740475196391,278.5565937041881
5.093217687681317,25.388292558819018
70.30362563673407,223.27483005511922
30.972925969399512,115.01019480275079
15.594760049134493,60.12902726203414
93.195521668531,204.24544611332675
86.51873618364334,267.79093950731567
59.55730960704386,228.0218864592811
86.54885005671531,266.8442398270502
46.807328425347805,173.18865616751413
89.91768704727292,321.5596415580231
35.586996213532984,146.3851694880179
10.397712979465723,37.207041125843546
0.050041452050209045,10.129452884508009
18.615452270023525,55.57864095515567
98.95591891836375,278.4541407316986
25.657929526641965,80.90193073091793
0.11785633396357298,10.378176551315144
39.97647259384394,141.0908041272167
22.84496803767979,87.76540640521436
96.19348540436476,304.36821999573425
1.7976174596697092,16.346848607457787
54.631579807028174,180.2572017958459
72.28268296457827,259.6063064167341
18.749515246599913,74.48868233722553
65.54712690412998,210.91530669019795
24.69387489836663,106.45122215864656
62.66278731636703,243.89845171539815
73.22924465406686,225.73484758227403
72.93678426649421,175.95328789771702
78.11023206450045,224.6409128022196
76.7367773456499,264.1375035998917
37.160113104619086,155.14271092410405
53.573221154510975,171.4623389766104
23.025930067524314,86.07389547442985
16.134015400893986,68.80694979982586
20.25340476538986,49.61083670658971
53.17659555003047,201.1084003458207
14.834005106240511,45.05981871030366
4.9575784942135215,24.737601065880273
23.00314560998231,65.65095712039255
49.53374334145337,132.86909706568363
70.00611738767475,246.80995780961263
75.17661664169282,332.681210823146
29.798038466833532,95.43801558271177
70.2588316751644,228.66564662998292
2.395012485794723,15.047931716078722
25.362048810347915,77.36608474319121
74.75434311199933,145.33640683664356
58.71884529478848,173.683044963489
81.03118322324008,187.08852503149333
38.380705285817385,145.36018372372752
11.66684830095619,50.82554615347301
4.84049164224416,25.89477946589237
58.639219985343516,252.48683992400527
29.855197528377175,106.11760503108145
61.252826103009284,134.5766049653465
92.62400830630213,314.9927269916605
33.964781812392175,112.46933596279061
21.055011125281453,53.03068940444681
37.89874722715467,112.61887920196675
15.151026495732367,57.84080081919263
5.6698808912187815,24.65884037211169
21.235690778121352,67.09706454487569
11.67415629606694,51.59475958142774
84.1184850782156,306.95172793954976
34.588333033025265,106.72554745394451
48.41928214300424,152.93933988708216
43.04028304759413,173.20511759774394
49.71144942101091,214.472406892839
40.40680667385459,128.41539529089798
73.33547936286777,237.00260089098919
56.70086261816323,182.61698155420333
76.80766719859093,219.39720535172464
